Date,Category,Order Quantity,IsHoliday,Year
2017-02-13,Bed,17.04,0,2017
2017-02-13,Desk,17.625,0,2017
2017-02-14,Table,18.89,0,2017
2017-02-14,Chair,20.0,0,2017
2017-02-14,Sofa,19.1,0,2017
2017-02-14,Cabinet,17.08,0,2017
2017-02-14,Bed,17.04,0,2017
2017-02-14,Desk,18.125,0,2017
2017-02-15,Table,18.05,0,2017
2017-02-15,Chair,17.0,0,2017
2017-02-15,Sofa,19.1,0,2017
2017-02-15,Cabinet,17.16,0,2017
2017-02-15,Bed,17.1,0,2017
2017-02-15,Desk,17.625,0,2017
2017-02-16,Table,17.63,0,2017
2017-02-16,Chair,17.5,0,2017
2017-02-16,Sofa,18.5,0,2017
2017-02-16,Cabinet,17.08,0,2017
2017-02-16,Bed,17.08,0,2017
2017-02-16,Desk,17.125,0,2017
2017-02-17,Table,19.1,0,2017
2017-02-17,Chair,17.0,0,2017
2017-02-17,Sofa,17.3,0,2017
2017-02-17,Cabinet,17.06,0,2017
2017-02-17,Bed,17.1,0,2017
2017-02-17,Desk,17.0,0,2017
2017-02-18,Table,19.835,1,2017
2017-02-18,Chair,19.25,1,2017
2017-02-18,Sofa,21.05,1,2017
2017-02-18,Cabinet,17.3,1,2017
2017-02-18,Bed,17.0,1,2017
2017-02-18,Desk,17.75,1,2017
2017-02-19,Table,17.63,1,2017
2017-02-19,Chair,23.75,1,2017
2017-02-19,Sofa,18.8,1,2017
2017-02-19,Cabinet,17.27,1,2017
2017-02-19,Bed,17.0,1,2017
2017-02-19,Desk,18.125,1,2017
2017-02-20,Table,17.63,0,2017
2017-02-20,Chair,18.0,0,2017
2017-02-20,Sofa,19.7,0,2017
2017-02-20,Cabinet,17.0,0,2017
2017-02-20,Bed,17.12,0,2017
2017-02-20,Desk,18.125,0,2017
2017-02-21,Table,18.47,0,2017
2017-02-21,Chair,21.0,0,2017
2017-02-21,Sofa,18.2,0,2017
2017-02-21,Cabinet,17.06,0,2017
2017-02-21,Bed,17.2,0,2017
2017-02-21,Desk,18.0,0,2017
2017-02-22,Table,18.05,0,2017
2017-02-22,Chair,21.0,0,2017
2017-02-22,Sofa,19.1,0,2017
2017-02-22,Cabinet,17.0,0,2017
2017-02-22,Bed,17.02,0,2017
2017-02-22,Desk,17.625,0,2017
2017-02-23,Table,18.26,0,2017
2017-02-23,Chair,19.5,0,2017
2017-02-23,Sofa,17.6,0,2017
2017-02-23,Cabinet,17.06,0,2017
2017-02-23,Bed,17.06,0,2017
2017-02-23,Desk,17.25,0,2017
2017-02-24,Table,17.84,0,2017
2017-02-24,Chair,22.0,0,2017
2017-02-24,Sofa,19.1,0,2017
2017-02-24,Cabinet,17.06,0,2017
2017-02-24,Bed,17.06,0,2017
2017-02-24,Desk,17.5,0,2017
2017-02-25,Table,17.63,1,2017
2017-02-25,Chair,17.0,1,2017
2017-02-25,Sofa,20.15,1,2017
2017-02-25,Cabinet,17.3,1,2017
2017-02-25,Bed,17.18,1,2017
2017-02-25,Desk,17.375,1,2017
2017-02-26,Table,17.63,1,2017
2017-02-26,Chair,20.0,1,2017
2017-02-26,Sofa,20.15,1,2017
2017-02-26,Cabinet,17.09,1,2017
2017-02-26,Bed,17.0,1,2017
2017-02-26,Desk,18.875,1,2017
2017-02-27,Table,18.68,0,2017
2017-02-27,Chair,22.0,0,2017
2017-02-27,Sofa,19.7,0,2017
2017-02-27,Cabinet,17.18,0,2017
2017-02-27,Bed,17.12,0,2017
2017-02-27,Desk,17.75,0,2017
2017-02-28,Table,17.0,0,2017
2017-02-28,Chair,17.0,0,2017
2017-02-28,Sofa,17.3,0,2017
2017-02-28,Cabinet,17.02,0,2017
2017-02-28,Bed,17.2,0,2017
2017-02-28,Desk,17.375,0,2017
2017-03-01,Table,17.42,0,2017
2017-03-01,Chair,22.0,0,2017
2017-03-01,Sofa,20.6,0,2017
2017-03-01,Cabinet,17.12,0,2017
2017-03-01,Bed,18.8,0,2017
2017-03-01,Desk,17.0,0,2017
2017-03-02,Table,19.1,0,2017
2017-03-02,Chair,27.0,0,2017
2017-03-02,Sofa,22.4,0,2017
2017-03-02,Cabinet,17.2,0,2017
2017-03-02,Bed,18.4,0,2017
2017-03-02,Desk,17.25,0,2017
2017-03-03,Table,17.84,0,2017
2017-03-03,Chair,26.0,0,2017
2017-03-03,Sofa,21.2,0,2017
2017-03-03,Cabinet,17.28,0,2017
2017-03-03,Bed,17.6,0,2017
2017-03-03,Desk,18.0,0,2017
2017-03-04,Table,18.26,1,2017
2017-03-04,Chair,20.0,1,2017
2017-03-04,Sofa,17.9,1,2017
2017-03-04,Cabinet,17.06,1,2017
2017-03-04,Bed,18.2,1,2017
2017-03-04,Desk,18.125,1,2017
2017-03-05,Table,17.0,1,2017
2017-03-05,Chair,18.5,1,2017
2017-03-05,Sofa,24.2,1,2017
2017-03-05,Cabinet,17.0,1,2017
2017-03-05,Bed,17.9,1,2017
2017-03-05,Desk,19.625,1,2017
2017-03-06,Table,21.2,0,2017
2017-03-06,Chair,27.0,0,2017
2017-03-06,Sofa,22.4,0,2017
2017-03-06,Cabinet,17.24,0,2017
2017-03-06,Bed,17.8,0,2017
2017-03-06,Desk,19.0,0,2017
2017-03-07,Table,17.42,0,2017
2017-03-07,Chair,20.0,0,2017
2017-03-07,Sofa,18.8,0,2017
2017-03-07,Cabinet,17.12,0,2017
2017-03-07,Bed,18.6,0,2017
2017-03-07,Desk,17.25,0,2017
2017-03-08,Table,19.94,0,2017
2017-03-08,Chair,23.0,0,2017
2017-03-08,Sofa,18.8,0,2017
2017-03-08,Cabinet,17.0,0,2017
2017-03-08,Bed,17.6,0,2017
2017-03-08,Desk,18.25,0,2017
2017-03-09,Table,17.42,0,2017
2017-03-09,Chair,18.0,0,2017
2017-03-09,Sofa,17.6,0,2017
2017-03-09,Cabinet,17.04,0,2017
2017-03-09,Bed,17.6,0,2017
2017-03-09,Desk,19.0,0,2017
2017-03-10,Table,17.42,0,2017
2017-03-10,Chair,19.0,0,2017
2017-03-10,Sofa,21.8,0,2017
2017-03-10,Cabinet,17.0,0,2017
2017-03-10,Bed,18.0,0,2017
2017-03-10,Desk,19.25,0,2017
2017-03-11,Table,22.67,1,2017
2017-03-11,Chair,27.5,1,2017
2017-03-11,Sofa,19.7,1,2017
2017-03-11,Cabinet,17.54,1,2017
2017-03-11,Bed,17.6,1,2017
2017-03-11,Desk,18.125,1,2017
2017-03-12,Table,17.63,1,2017
2017-03-12,Chair,26.0,1,2017
2017-03-12,Sofa,23.3,1,2017
2017-03-12,Cabinet,17.54,1,2017
2017-03-12,Bed,17.0,1,2017
2017-03-12,Desk,20.0,1,2017
2017-03-13,Table,17.42,0,2017
2017-03-13,Chair,20.0,0,2017
2017-03-13,Sofa,20.6,0,2017
2017-03-13,Cabinet,17.2,0,2017
2017-03-13,Bed,17.8,0,2017
2017-03-13,Desk,17.75,0,2017
2017-03-14,Table,20.78,0,2017
2017-03-14,Chair,24.0,0,2017
2017-03-14,Sofa,17.0,0,2017
2017-03-14,Cabinet,17.32,0,2017
2017-03-14,Bed,18.6,0,2017
2017-03-14,Desk,17.0,0,2017
2017-03-15,Table,17.84,0,2017
2017-03-15,Chair,18.0,0,2017
2017-03-15,Sofa,23.0,0,2017
2017-03-15,Cabinet,17.12,0,2017
2017-03-15,Bed,18.2,0,2017
2017-03-15,Desk,18.25,0,2017
2017-03-16,Table,20.78,0,2017
2017-03-16,Chair,19.0,0,2017
2017-03-16,Sofa,23.0,0,2017
2017-03-16,Cabinet,17.36,0,2017
2017-03-16,Bed,18.0,0,2017
2017-03-16,Desk,19.25,0,2017
2017-03-17,Table,21.2,0,2017
2017-03-17,Chair,18.0,0,2017
2017-03-17,Sofa,23.0,0,2017
2017-03-17,Cabinet,17.0,0,2017
2017-03-17,Bed,17.2,0,2017
2017-03-17,Desk,17.0,0,2017
2017-03-18,Table,18.89,1,2017
2017-03-18,Chair,18.5,1,2017
2017-03-18,Sofa,23.3,1,2017
2017-03-18,Cabinet,17.3,1,2017
2017-03-18,Bed,17.9,1,2017
2017-03-18,Desk,18.5,1,2017
2017-03-19,Table,17.0,1,2017
2017-03-19,Chair,27.5,1,2017
2017-03-19,Sofa,19.7,1,2017
2017-03-19,Cabinet,17.0,1,2017
2017-03-19,Bed,17.6,1,2017
2017-03-19,Desk,19.625,1,2017
2017-03-20,Table,19.94,0,2017
2017-03-20,Chair,22.0,0,2017
2017-03-20,Sofa,20.0,0,2017
2017-03-20,Cabinet,17.0,0,2017
2017-03-20,Bed,18.6,0,2017
2017-03-20,Desk,17.5,0,2017
2017-03-21,Table,18.26,0,2017
2017-03-21,Chair,20.0,0,2017
2017-03-21,Sofa,17.0,0,2017
2017-03-21,Cabinet,17.24,0,2017
2017-03-21,Bed,18.4,0,2017
2017-03-21,Desk,17.0,0,2017
2017-03-22,Table,17.42,0,2017
2017-03-22,Chair,18.0,0,2017
2017-03-22,Sofa,18.8,0,2017
2017-03-22,Cabinet,17.28,0,2017
2017-03-22,Bed,18.4,0,2017
2017-03-22,Desk,19.25,0,2017
2017-03-23,Table,21.2,0,2017
2017-03-23,Chair,24.0,0,2017
2017-03-23,Sofa,23.0,0,2017
2017-03-23,Cabinet,17.04,0,2017
2017-03-23,Bed,17.6,0,2017
2017-03-23,Desk,17.0,0,2017
2017-03-24,Table,18.26,0,2017
2017-03-24,Chair,27.0,0,2017
2017-03-24,Sofa,22.4,0,2017
2017-03-24,Cabinet,17.08,0,2017
2017-03-24,Bed,17.0,0,2017
2017-03-24,Desk,17.5,0,2017
2017-03-25,Table,22.67,1,2017
2017-03-25,Chair,23.0,1,2017
2017-03-25,Sofa,20.6,1,2017
2017-03-25,Cabinet,17.3,1,2017
2017-03-25,Bed,18.8,1,2017
2017-03-25,Desk,18.125,1,2017
2017-03-26,Table,20.15,1,2017
2017-03-26,Chair,27.5,1,2017
2017-03-26,Sofa,21.5,1,2017
2017-03-26,Cabinet,17.12,1,2017
2017-03-26,Bed,17.9,1,2017
2017-03-26,Desk,17.0,1,2017
2017-03-27,Table,18.68,0,2017
2017-03-27,Chair,18.0,0,2017
2017-03-27,Sofa,23.0,0,2017
2017-03-27,Cabinet,17.32,0,2017
2017-03-27,Bed,17.8,0,2017
2017-03-27,Desk,17.75,0,2017
2017-03-28,Table,19.94,0,2017
2017-03-28,Chair,23.0,0,2017
2017-03-28,Sofa,20.6,0,2017
2017-03-28,Cabinet,17.0,0,2017
2017-03-28,Bed,18.8,0,2017
2017-03-28,Desk,18.0,0,2017
2017-03-29,Table,17.0,0,2017
2017-03-29,Chair,17.0,0,2017
2017-03-29,Sofa,17.0,0,2017
2017-03-29,Cabinet,17.36,0,2017
2017-03-29,Bed,17.4,0,2017
2017-03-29,Desk,18.0,0,2017
2017-03-30,Table,17.0,0,2017
2017-03-30,Chair,25.0,0,2017
2017-03-30,Sofa,20.0,0,2017
2017-03-30,Cabinet,17.08,0,2017
2017-03-30,Bed,17.2,0,2017
2017-03-30,Desk,19.0,0,2017
2017-03-31,Table,20.36,0,2017
2017-03-31,Chair,24.0,0,2017
2017-03-31,Sofa,21.2,0,2017
2017-03-31,Cabinet,17.32,0,2017
2017-03-31,Bed,19.0,0,2017
2017-03-31,Desk,19.0,0,2017
2017-04-01,Table,17.7875,1,2017
2017-04-01,Chair,28.25,1,2017
2017-04-01,Sofa,27.125,1,2017
2017-04-01,Cabinet,17.375,1,2017
2017-04-01,Bed,17.0,1,2017
2017-04-01,Desk,18.40625,1,2017
2017-04-02,Table,17.0,1,2017
2017-04-02,Chair,17.0,1,2017
2017-04-02,Sofa,27.125,1,2017
2017-04-02,Cabinet,17.3,1,2017
2017-04-02,Bed,20.0,1,2017
2017-04-02,Desk,21.21875,1,2017
2017-04-03,Table,17.525,0,2017
2017-04-03,Chair,17.0,0,2017
2017-04-03,Sofa,18.5,0,2017
2017-04-03,Cabinet,17.3,0,2017
2017-04-03,Bed,19.25,0,2017
2017-04-03,Desk,17.625,0,2017
2017-04-04,Table,21.725,0,2017
2017-04-04,Chair,27.0,0,2017
2017-04-04,Sofa,17.0,0,2017
2017-04-04,Cabinet,17.15,0,2017
2017-04-04,Bed,19.25,0,2017
2017-04-04,Desk,17.625,0,2017
2017-04-05,Table,20.675,0,2017
2017-04-05,Chair,18.25,0,2017
2017-04-05,Sofa,21.5,0,2017
2017-04-05,Cabinet,17.1,0,2017
2017-04-05,Bed,19.0,0,2017
2017-04-05,Desk,19.5,0,2017
2017-04-06,Table,20.15,0,2017
2017-04-06,Chair,19.5,0,2017
2017-04-06,Sofa,17.0,0,2017
2017-04-06,Cabinet,17.05,0,2017
2017-04-06,Bed,19.25,0,2017
2017-04-06,Desk,18.25,0,2017
2017-04-07,Table,20.15,0,2017
2017-04-07,Chair,22.0,0,2017
2017-04-07,Sofa,18.5,0,2017
2017-04-07,Cabinet,17.25,0,2017
2017-04-07,Bed,18.5,0,2017
2017-04-07,Desk,20.125,0,2017
2017-04-08,Table,17.7875,1,2017
2017-04-08,Chair,22.625,1,2017
2017-04-08,Sofa,23.75,1,2017
2017-04-08,Cabinet,17.6,1,2017
2017-04-08,Bed,18.875,1,2017
2017-04-08,Desk,20.75,1,2017
2017-04-09,Table,23.3,1,2017
2017-04-09,Chair,17.0,1,2017
2017-04-09,Sofa,23.75,1,2017
2017-04-09,Cabinet,17.6,1,2017
2017-04-09,Bed,20.375,1,2017
2017-04-09,Desk,18.40625,1,2017
2017-04-10,Table,19.625,0,2017
2017-04-10,Chair,24.5,0,2017
2017-04-10,Sofa,19.25,0,2017
2017-04-10,Cabinet,17.2,0,2017
2017-04-10,Bed,17.5,0,2017
2017-04-10,Desk,18.25,0,2017
2017-04-11,Table,19.625,0,2017
2017-04-11,Chair,25.75,0,2017
2017-04-11,Sofa,24.5,0,2017
2017-04-11,Cabinet,17.5,0,2017
2017-04-11,Bed,17.25,0,2017
2017-04-11,Desk,20.125,0,2017
2017-04-12,Table,20.675,0,2017
2017-04-12,Chair,17.0,0,2017
2017-04-12,Sofa,20.75,0,2017
2017-04-12,Cabinet,17.1,0,2017
2017-04-12,Bed,17.25,0,2017
2017-04-12,Desk,17.625,0,2017
2017-04-13,Table,21.2,0,2017
2017-04-13,Chair,29.5,0,2017
2017-04-13,Sofa,20.0,0,2017
2017-04-13,Cabinet,17.0,0,2017
2017-04-13,Bed,18.5,0,2017
2017-04-13,Desk,18.5625,0,2017
2017-04-14,Table,20.675,0,2017
2017-04-14,Chair,23.25,0,2017
2017-04-14,Sofa,18.5,0,2017
2017-04-14,Cabinet,17.05,0,2017
2017-04-14,Bed,18.25,0,2017
2017-04-14,Desk,17.9375,0,2017
2017-04-15,Table,20.9375,1,2017
2017-04-15,Chair,20.75,1,2017
2017-04-15,Sofa,24.875,1,2017
2017-04-15,Cabinet,17.6,1,2017
2017-04-15,Bed,18.125,1,2017
2017-04-15,Desk,18.40625,1,2017
2017-04-16,Table,18.575,1,2017
2017-04-16,Chair,30.125,1,2017
2017-04-16,Sofa,20.375,1,2017
2017-04-16,Cabinet,17.45,1,2017
2017-04-16,Bed,18.125,1,2017
2017-04-16,Desk,19.8125,1,2017
2017-04-17,Table,19.1,0,2017
2017-04-17,Chair,22.0,0,2017
2017-04-17,Sofa,20.0,0,2017
2017-04-17,Cabinet,17.25,0,2017
2017-04-17,Bed,19.5,0,2017
2017-04-17,Desk,17.0,0,2017
2017-04-18,Table,22.25,0,2017
2017-04-18,Chair,22.0,0,2017
2017-04-18,Sofa,17.0,0,2017
2017-04-18,Cabinet,17.25,0,2017
2017-04-18,Bed,19.5,0,2017
2017-04-18,Desk,17.625,0,2017
2017-04-19,Table,21.725,0,2017
2017-04-19,Chair,19.5,0,2017
2017-04-19,Sofa,23.75,0,2017
2017-04-19,Cabinet,17.45,0,2017
2017-04-19,Bed,17.75,0,2017
2017-04-19,Desk,19.5,0,2017
2017-04-20,Table,17.0,0,2017
2017-04-20,Chair,27.0,0,2017
2017-04-20,Sofa,22.25,0,2017
2017-04-20,Cabinet,17.4,0,2017
2017-04-20,Bed,18.25,0,2017
2017-04-20,Desk,18.875,0,2017
2017-04-21,Table,19.625,0,2017
2017-04-21,Chair,19.5,0,2017
2017-04-21,Sofa,17.75,0,2017
2017-04-21,Cabinet,17.3,0,2017
2017-04-21,Bed,18.0,0,2017
2017-04-21,Desk,19.5,0,2017
2017-04-22,Table,21.725,1,2017
2017-04-22,Chair,20.75,1,2017
2017-04-22,Sofa,19.25,1,2017
2017-04-22,Cabinet,17.15,1,2017
2017-04-22,Bed,20.75,1,2017
2017-04-22,Desk,21.6875,1,2017
2017-04-23,Table,24.0875,1,2017
2017-04-23,Chair,24.5,1,2017
2017-04-23,Sofa,21.5,1,2017
2017-04-23,Cabinet,17.375,1,2017
2017-04-23,Bed,17.375,1,2017
2017-04-23,Desk,17.0,1,2017
2017-04-24,Table,18.575,0,2017
2017-04-24,Chair,19.5,0,2017
2017-04-24,Sofa,20.0,0,2017
2017-04-24,Cabinet,17.15,0,2017
2017-04-24,Bed,17.25,0,2017
2017-04-24,Desk,17.0,0,2017
2017-04-25,Table,17.0,0,2017
2017-04-25,Chair,18.25,0,2017
2017-04-25,Sofa,21.5,0,2017
2017-04-25,Cabinet,17.15,0,2017
2017-04-25,Bed,17.75,0,2017
2017-04-25,Desk,18.875,0,2017
2017-04-26,Table,17.0,0,2017
2017-04-26,Chair,28.25,0,2017
2017-04-26,Sofa,23.0,0,2017
2017-04-26,Cabinet,17.3,0,2017
2017-04-26,Bed,18.0,0,2017
2017-04-26,Desk,17.9375,0,2017
2017-04-27,Table,21.2,0,2017
2017-04-27,Chair,29.5,0,2017
2017-04-27,Sofa,17.75,0,2017
2017-04-27,Cabinet,17.25,0,2017
2017-04-27,Bed,17.75,0,2017
2017-04-27,Desk,18.875,0,2017
2017-04-28,Table,22.25,0,2017
2017-04-28,Chair,20.75,0,2017
2017-04-28,Sofa,17.0,0,2017
2017-04-28,Cabinet,17.25,0,2017
2017-04-28,Bed,19.25,0,2017
2017-04-28,Desk,19.8125,0,2017
2017-04-29,Table,17.7875,1,2017
2017-04-29,Chair,18.875,1,2017
2017-04-29,Sofa,18.125,1,2017
2017-04-29,Cabinet,17.45,1,2017
2017-04-29,Bed,17.375,1,2017
2017-04-29,Desk,18.875,1,2017
2017-04-30,Table,20.9375,1,2017
2017-04-30,Chair,32.0,1,2017
2017-04-30,Sofa,18.125,1,2017
2017-04-30,Cabinet,17.525,1,2017
2017-04-30,Bed,19.25,1,2017
2017-04-30,Desk,20.75,1,2017
2017-05-01,Table,22.04,0,2017
2017-05-01,Chair,26.0,0,2017
2017-05-01,Sofa,26.0,0,2017
2017-05-01,Cabinet,17.06,0,2017
2017-05-01,Bed,17.0,0,2017
2017-05-01,Desk,19.625,0,2017
2017-05-02,Table,17.63,0,2017
2017-05-02,Chair,20.0,0,2017
2017-05-02,Sofa,24.2,0,2017
2017-05-02,Cabinet,17.48,0,2017
2017-05-02,Bed,17.6,0,2017
2017-05-02,Desk,18.5,0,2017
2017-05-03,Table,18.26,0,2017
2017-05-03,Chair,18.5,0,2017
2017-05-03,Sofa,24.2,0,2017
2017-05-03,Cabinet,17.3,0,2017
2017-05-03,Bed,17.9,0,2017
2017-05-03,Desk,20.0,0,2017
2017-05-04,Table,18.89,0,2017
2017-05-04,Chair,29.0,0,2017
2017-05-04,Sofa,17.0,0,2017
2017-05-04,Cabinet,17.6,0,2017
2017-05-04,Bed,19.4,0,2017
2017-05-04,Desk,17.375,0,2017
2017-05-05,Table,21.41,0,2017
2017-05-05,Chair,17.0,0,2017
2017-05-05,Sofa,17.9,0,2017
2017-05-05,Cabinet,17.0,0,2017
2017-05-05,Bed,19.7,0,2017
2017-05-05,Desk,18.875,0,2017
2017-05-06,Table,19.835,1,2017
2017-05-06,Chair,28.25,1,2017
2017-05-06,Sofa,27.799999999999997,1,2017
2017-05-06,Cabinet,17.81,1,2017
2017-05-06,Bed,19.7,1,2017
2017-05-06,Desk,22.0625,1,2017
2017-05-07,Table,25.505000000000003,1,2017
2017-05-07,Chair,30.5,1,2017
2017-05-07,Sofa,26.45,1,2017
2017-05-07,Cabinet,17.54,1,2017
2017-05-07,Bed,20.15,1,2017
2017-05-07,Desk,17.5625,1,2017
2017-05-08,Table,23.3,0,2017
2017-05-08,Chair,21.5,0,2017
2017-05-08,Sofa,18.8,0,2017
2017-05-08,Cabinet,17.42,0,2017
2017-05-08,Bed,20.0,0,2017
2017-05-08,Desk,19.25,0,2017
2017-05-09,Table,22.67,0,2017
2017-05-09,Chair,32.0,0,2017
2017-05-09,Sofa,18.8,0,2017
2017-05-09,Cabinet,17.0,0,2017
2017-05-09,Bed,17.6,0,2017
2017-05-09,Desk,19.25,0,2017
2017-05-10,Table,21.41,0,2017
2017-05-10,Chair,18.5,0,2017
2017-05-10,Sofa,22.4,0,2017
2017-05-10,Cabinet,17.18,0,2017
2017-05-10,Bed,17.9,0,2017
2017-05-10,Desk,20.375,0,2017
2017-05-11,Table,22.04,0,2017
2017-05-11,Chair,17.0,0,2017
2017-05-11,Sofa,21.5,0,2017
2017-05-11,Cabinet,17.12,0,2017
2017-05-11,Bed,18.5,0,2017
2017-05-11,Desk,18.5,0,2017
2017-05-12,Table,18.26,0,2017
2017-05-12,Chair,32.0,0,2017
2017-05-12,Sofa,18.8,0,2017
2017-05-12,Cabinet,17.0,0,2017
2017-05-12,Bed,18.2,0,2017
2017-05-12,Desk,17.0,0,2017
2017-05-13,Table,26.45,1,2017
2017-05-13,Chair,28.25,1,2017
2017-05-13,Sofa,29.15,1,2017
2017-05-13,Cabinet,17.63,1,2017
2017-05-13,Bed,18.8,1,2017
2017-05-13,Desk,19.25,1,2017
2017-05-14,Table,18.89,1,2017
2017-05-14,Chair,21.5,1,2017
2017-05-14,Sofa,17.0,1,2017
2017-05-14,Cabinet,17.9,1,2017
2017-05-14,Bed,20.15,1,2017
2017-05-14,Desk,21.5,1,2017
2017-05-15,Table,18.26,0,2017
2017-05-15,Chair,27.5,0,2017
2017-05-15,Sofa,20.6,0,2017
2017-05-15,Cabinet,17.24,0,2017
2017-05-15,Bed,17.9,0,2017
2017-05-15,Desk,20.75,0,2017
2017-05-16,Table,18.26,0,2017
2017-05-16,Chair,17.0,0,2017
2017-05-16,Sofa,18.8,0,2017
2017-05-16,Cabinet,17.36,0,2017
2017-05-16,Bed,17.0,0,2017
2017-05-16,Desk,20.0,0,2017
2017-05-17,Table,23.3,0,2017
2017-05-17,Chair,21.5,0,2017
2017-05-17,Sofa,25.1,0,2017
2017-05-17,Cabinet,17.0,0,2017
2017-05-17,Bed,19.4,0,2017
2017-05-17,Desk,17.375,0,2017
2017-05-18,Table,19.52,0,2017
2017-05-18,Chair,27.5,0,2017
2017-05-18,Sofa,22.4,0,2017
2017-05-18,Cabinet,17.36,0,2017
2017-05-18,Bed,20.0,0,2017
2017-05-18,Desk,18.5,0,2017
2017-05-19,Table,18.26,0,2017
2017-05-19,Chair,17.0,0,2017
2017-05-19,Sofa,19.7,0,2017
2017-05-19,Cabinet,17.48,0,2017
2017-05-19,Bed,19.4,0,2017
2017-05-19,Desk,20.375,0,2017
2017-05-20,Table,25.505000000000003,1,2017
2017-05-20,Chair,19.25,1,2017
2017-05-20,Sofa,22.4,1,2017
2017-05-20,Cabinet,17.36,1,2017
2017-05-20,Bed,17.0,1,2017
2017-05-20,Desk,18.125,1,2017
2017-05-21,Table,21.725,1,2017
2017-05-21,Chair,39.5,1,2017
2017-05-21,Sofa,19.7,1,2017
2017-05-21,Cabinet,17.63,1,2017
2017-05-21,Bed,20.6,1,2017
2017-05-21,Desk,19.8125,1,2017
2017-05-22,Table,20.78,0,2017
2017-05-22,Chair,30.5,0,2017
2017-05-22,Sofa,18.8,0,2017
2017-05-22,Cabinet,17.06,0,2017
2017-05-22,Bed,17.3,0,2017
2017-05-22,Desk,19.25,0,2017
2017-05-23,Table,18.26,0,2017
2017-05-23,Chair,24.5,0,2017
2017-05-23,Sofa,23.3,0,2017
2017-05-23,Cabinet,17.36,0,2017
2017-05-23,Bed,17.9,0,2017
2017-05-23,Desk,17.75,0,2017
2017-05-24,Table,21.41,0,2017
2017-05-24,Chair,21.5,0,2017
2017-05-24,Sofa,19.7,0,2017
2017-05-24,Cabinet,17.36,0,2017
2017-05-24,Bed,19.1,0,2017
2017-05-24,Desk,17.75,0,2017
2017-05-25,Table,19.52,0,2017
2017-05-25,Chair,32.0,0,2017
2017-05-25,Sofa,20.6,0,2017
2017-05-25,Cabinet,17.36,0,2017
2017-05-25,Bed,18.8,0,2017
2017-05-25,Desk,19.25,0,2017
2017-05-26,Table,19.52,0,2017
2017-05-26,Chair,21.5,0,2017
2017-05-26,Sofa,23.3,0,2017
2017-05-26,Cabinet,17.12,0,2017
2017-05-26,Bed,17.6,0,2017
2017-05-26,Desk,19.25,0,2017
2017-05-27,Table,17.945,1,2017
2017-05-27,Chair,32.75,1,2017
2017-05-27,Sofa,22.4,1,2017
2017-05-27,Cabinet,17.72,1,2017
2017-05-27,Bed,19.7,1,2017
2017-05-27,Desk,22.0625,1,2017
2017-05-28,Table,21.725,1,2017
2017-05-28,Chair,26.0,1,2017
2017-05-28,Sofa,30.5,1,2017
2017-05-28,Cabinet,17.72,1,2017
2017-05-28,Bed,19.25,1,2017
2017-05-28,Desk,19.25,1,2017
2017-05-29,Table,18.89,0,2017
2017-05-29,Chair,32.0,0,2017
2017-05-29,Sofa,24.2,0,2017
2017-05-29,Cabinet,17.24,0,2017
2017-05-29,Bed,19.4,0,2017
2017-05-29,Desk,19.625,0,2017
2017-05-30,Table,19.52,0,2017
2017-05-30,Chair,20.0,0,2017
2017-05-30,Sofa,20.6,0,2017
2017-05-30,Cabinet,17.42,0,2017
2017-05-30,Bed,17.0,0,2017
2017-05-30,Desk,20.0,0,2017
2017-05-31,Table,19.52,0,2017
2017-05-31,Chair,21.5,0,2017
2017-05-31,Sofa,21.5,0,2017
2017-05-31,Cabinet,17.06,0,2017
2017-05-31,Bed,19.4,0,2017
2017-05-31,Desk,18.125,0,2017
2017-06-01,Table,21.2,0,2017
2017-06-01,Chair,17.0,0,2017
2017-06-01,Sofa,44.0,0,2017
2017-06-01,Cabinet,17.8,0,2017
2017-06-01,Bed,25.0,0,2017
2017-06-01,Desk,25.75,0,2017
2017-06-02,Table,17.0,0,2017
2017-06-02,Chair,42.0,0,2017
2017-06-02,Sofa,35.0,0,2017
2017-06-02,Cabinet,17.2,0,2017
2017-06-02,Bed,22.0,0,2017
2017-06-02,Desk,20.75,0,2017
2017-06-03,Table,17.0,1,2017
2017-06-03,Chair,77.0,1,2017
2017-06-03,Sofa,62.0,1,2017
2017-06-03,Cabinet,17.9,1,2017
2017-06-03,Bed,18.5,1,2017
2017-06-03,Desk,26.375,1,2017
2017-06-04,Table,32.75,1,2017
2017-06-04,Chair,32.0,1,2017
2017-06-04,Sofa,39.5,1,2017
2017-06-04,Cabinet,17.9,1,2017
2017-06-04,Bed,30.5,1,2017
2017-06-04,Desk,20.75,1,2017
2017-06-05,Table,35.900000000000006,0,2017
2017-06-05,Chair,37.0,0,2017
2017-06-05,Sofa,44.0,0,2017
2017-06-05,Cabinet,17.6,0,2017
2017-06-05,Bed,26.0,0,2017
2017-06-05,Desk,23.25,0,2017
2017-06-06,Table,21.2,0,2017
2017-06-06,Chair,42.0,0,2017
2017-06-06,Sofa,38.0,0,2017
2017-06-06,Cabinet,17.4,0,2017
2017-06-06,Bed,26.0,0,2017
2017-06-06,Desk,29.5,0,2017
2017-06-07,Table,29.6,0,2017
2017-06-07,Chair,27.0,0,2017
2017-06-07,Sofa,47.0,0,2017
2017-06-07,Cabinet,18.0,0,2017
2017-06-07,Bed,18.0,0,2017
